-1.04537,,,Nb draw,10000
-0.64317,,,mean,0.0
0.362815,,,variance,1.0
-1.5736,,,,
0.717554,,,,
-1.17726,,,,
-1.0734,,,,
1.06397,,,,
0.679573,,,,
-1.03586,,,,
-1.75951,,,,
0.457484,,,,
0.981608,,,,
-1.46334,,,,
-0.485387,,,,
1.99101,,,,
0.642221,,,,
-0.770836,,,,
-0.422449,,,,
1.37526,,,,
0.316013,,,,
-1.38229,,,,
0.418787,,,,
-0.868333,,,,
-0.686827,,,,
-0.101284,,,,
-0.795081,,,,
-0.847857,,,,
0.326342,,,,
-0.797693,,,,
-0.580529,,,,
-0.017243,,,,
0.83767,,,,
0.696513,,,,
-0.892449,,,,
-0.676441,,,,
0.174568,,,,
-1.19378,,,,
1.9345,,,,
0.472307,,,,
-0.420738,,,,
-0.855236,,,,
-0.0630878,,,,
0.76171,,,,
-0.372655,,,,
-1.41418,,,,
1.36323,,,,
1.25642,,,,
0.722269,,,,
-2.04992,,,,
-0.188704,,,,
-2.23105,,,,
0.358553,,,,
-2.54351,,,,
1.75256,,,,
1.47519,,,,
1.21659,,,,
-0.530732,,,,
-0.364943,,,,
0.140372,,,,
-1.57725,,,,
-0.650353,,,,
-1.27319,,,,
-0.245497,,,,
0.296632,,,,
0.31284,,,,
-0.515021,,,,
1.79067,,,,
-1.56237,,,,
-1.33645,,,,
1.00936,,,,
-0.0307785,,,,
0.735712,,,,
0.555868,,,,
0.397033,,,,
0.208178,,,,
0.527591,,,,
-0.7884,,,,
-0.029016,,,,
1.90841,,,,
-0.113918,,,,
-2.02091,,,,
0.118196,,,,
1.45219,,,,
-0.305776,,,,
1.31878,,,,
0.328687,,,,
-0.336994,,,,
0.486768,,,,
2.35062,,,,
0.0418987,,,,
1.08756,,,,
0.036803,,,,
1.42905,,,,
0.452339,,,,
-0.90246,,,,
-1.11718,,,,
0.786641,,,,
-0.609462,,,,
-0.726458,,,,
0.360329,,,,
0.303193,,,,
0.360354,,,,
-1.51846,,,,
-0.237708,,,,
-0.355255,,,,
-0.100245,,,,
-0.428454,,,,
0.381571,,,,
2.50227,,,,
-0.822392,,,,
0.119227,,,,
-0.555104,,,,
0.253684,,,,
-0.794685,,,,
-0.424788,,,,
0.46266,,,,
0.35577,,,,
1.20237,,,,
-0.726249,,,,
-1.16888,,,,
0.726905,,,,
-0.137105,,,,
-0.768306,,,,
0.00649937,,,,
0.120373,,,,
-0.619875,,,,
2.12018,,,,
-0.95551,,,,
