0.470843,,Nb draw,10000
0.587784,,Mean,0.50
0.271463,,Variance,0.08
0.786065,,,
0.386584,,,
0.837119,,,
0.319146,,,
0.375702,,,
0.46421,,,
0.842407,,,
0.191554,,,
0.459515,,,
0.211726,,,
0.844038,,,
0.122475,,,
0.288058,,,
0.604522,,,
0.860554,,,
0.355262,,,
0.297433,,,
0.365936,,,
0.78577,,,
0.628328,,,
0.821521,,,
0.785845,,,
0.523302,,,
0.508898,,,
0.630111,,,
0.689763,,,
0.811805,,,
0.8448,,,
0.504726,,,
0.55244,,,
0.110398,,,
0.534182,,,
0.603224,,,
0.482972,,,
0.77311,,,
0.1377,,,
0.038112,,,
0.63494,,,
0.677236,,,
0.746701,,,
0.263152,,,
0.343216,,,
0.708993,,,
0.179336,,,
0.118514,,,
0.0942398,,,
0.803915,,,
0.0815446,,,
0.736571,,,
0.03692,,,
0.772289,,,
0.0725249,,,
0.111357,,,
0.414417,,,
0.93453,,,
0.926405,,,
0.441559,,,
0.233321,,,
0.562244,,,
0.431435,,,
0.530316,,,
0.911257,,,
0.129231,,,
0.176247,,,
0.294572,,,
0.120808,,,
0.612621,,,
0.600569,,,
0.995148,,,
0.653684,,,
0.10298,,,
0.904397,,,
0.0768599,,,
0.637651,,,
0.843861,,,
0.161794,,,
0.25242,,,
0.128926,,,
0.741038,,,
0.345967,,,
0.237075,,,
0.399978,,,
0.286261,,,
0.895118,,,
0.873014,,,
0.0560686,,,
0.217501,,,
0.553068,,,
0.243872,,,
0.359959,,,
0.245902,,,
0.600783,,,
0.823948,,,
0.393195,,,
0.40236,,,
0.637888,,,
0.638903,,,
0.895045,,,
0.111329,,,
0.295885,,,
0.787084,,,
0.912693,,,
0.656147,,,
0.907728,,,
0.713421,,,
0.0406212,,,
0.225916,,,
0.708028,,,
0.477086,,,
0.830068,,,
0.431776,,,
0.66632,,,
0.578128,,,
0.843401,,,
0.104331,,,
0.372856,,,
0.91352,,,
0.387772,,,
0.411454,,,
0.737458,,,
0.721894,,,
0.99276,,,
0.241415,,,
0.0871864,,,
0.29527,,,
0.117155,,,
0.673673,,,
0.134229,,,
0.610717,,,
0.490926,,,
0.467578,,,
0.81427,,,
0.037092,,,
0.096374,,,
0.533153,,,
0.399107,,,
0.782121,,,
0.247395,,,
0.979753,,,
0.915667,,,
0.090131,,,
0.940035,,,
0.190628,,,
0.0549994,,,
0.434766,,,
0.173093,,,
0.93505,,,
0.176019,,,
0.0418277,,,
0.767759,,,
0.224613,,,
0.579347,,,
0.106933,,,
0.454307,,,
0.816407,,,
0.56329,,,
0.28831,,,
0.0408694,,,
0.600672,,,
0.844274,,,
0.959461,,,
0.727368,,,
0.795531,,,
0.610297,,,
0.23807,,,
0.0278749,,,
0.841496,,,
0.334339,,,
0.329955,,,
0.411047,,,
0.0672434,,,
0.304603,,,
0.677578,,,
0.301535,,,
0.0773976,,,
0.770588,,,
0.409998,,,
0.503425,,,
0.108972,,,
0.509931,,,
0.29379,,,
0.829752,,,
0.304483,,,
0.744712,,,
0.736924,,,
0.0652352,,,
0.908573,,,
0.904629,,,
0.341303,,,
0.0809584,,,
0.330298,,,
0.45064,,,
0.125852,,,
0.640111,,,
0.299555,,,
0.82902,,,
0.113507,,,
0.973735,,,
0.592926,,,
0.781461,,,
0.995145,,,
0.00740413,,,
0.956962,,,
0.334718,,,
0.187559,,,
0.0779554,,,
0.143225,,,
0.0749295,,,
0.341927,,,
0.798593,,,
0.0204229,,,
0.821355,,,
0.876271,,,
0.960192,,,
0.908693,,,
0.032089,,,
0.262854,,,
0.381407,,,
0.769803,,,
0.744232,,,
0.57517,,,
0.068346,,,
0.60512,,,
0.158898,,,
0.604072,,,
0.0593586,,,
0.272326,,,
0.434964,,,
0.105551,,,
0.159228,,,
0.607267,,,
0.870022,,,
0.505733,,,
0.168893,,,
0.15615,,,
0.00536855,,,
0.891693,,,
0.329985,,,
0.932879,,,
0.328108,,,
0.515842,,,
0.0648863,,,
0.201002,,,
0.677568,,,
0.809385,,,
0.975502,,,
0.262403,,,
0.937636,,,
0.424047,,,
0.700701,,,
0.0617214,,,
0.527615,,,
0.871427,,,
0.737965,,,
0.633158,,,
0.277014,,,
0.997019,,,
0.171232,,,
0.322311,,,
0.245389,,,
0.675672,,,
0.807322,,,
0.98263,,,
0.0378162,,,
0.0140148,,,
0.86126,,,
0.557387,,,
0.197839,,,
0.432659,,,
0.027216,,,
0.199662,,,
0.114559,,,
0.764844,,,
0.0500098,,,
0.343007,,,
0.618595,,,
0.636269,,,
0.536378,,,
0.533558,,,
0.00504306,,,
0.60235,,,
0.346292,,,
0.980643,,,
0.166195,,,
0.215576,,,
0.641378,,,
0.53385,,,
0.105874,,,
0.730805,,,
0.116686,,,
0.529527,,,
0.291711,,,
0.613067,,,
0.0828215,,,
0.0950293,,,
0.616427,,,
0.631543,,,
0.674631,,,
0.309148,,,
0.412775,,,
0.634582,,,
0.937681,,,
0.941916,,,
0.0603269,,,
0.458795,,,
0.384441,,,
0.900123,,,
0.43004,,,
0.829927,,,
0.500841,,,
0.574308,,,
0.80479,,,
0.581681,,,
0.463996,,,
0.905957,,,
0.402426,,,
0.306385,,,
0.950294,,,
0.740189,,,
0.38388,,,
0.365794,,,
0.963649,,,
0.302789,,,
0.888114,,,
0.111922,,,
0.3727,,,
0.314654,,,
0.179224,,,
0.664835,,,
0.548435,,,
0.860601,,,
0.6539,,,
0.403836,,,
0.627093,,,
0.658024,,,
0.0160031,,,
0.2436,,,
0.622847,,,
0.427618,,,
0.61404,,,
0.654225,,,
0.854159,,,
0.400059,,,
0.518262,,,
0.167688,,,
0.512529,,,
0.596717,,,
0.729356,,,
0.884126,,,
0.214269,,,
0.853643,,,
0.486952,,,
0.975122,,,
0.644067,,,
0.616378,,,
0.873082,,,
0.125423,,,
0.839363,,,
0.0940674,,,
0.800973,,,
0.713976,,,
0.301714,,,
0.305331,,,
0.685813,,,
0.96788,,,
0.62807,,,
0.800412,,,
0.513529,,,
0.250334,,,
0.334316,,,
0.0149732,,,
0.237888,,,
0.419917,,,
0.0119205,,,
0.613861,,,
0.321302,,,
0.261507,,,
0.394126,,,
0.344813,,,
0.448444,,,
0.890476,,,
0.576789,,,
0.752398,,,
0.369322,,,
0.147879,,,
0.85504,,,
0.741588,,,
0.738534,,,
0.490353,,,
0.55931,,,
0.498158,,,
0.829061,,,
0.203798,,,
0.620649,,,
0.562119,,,
0.836951,,,
0.552541,,,
0.299196,,,
0.478651,,,
0.458222,,,
0.377055,,,
0.0495254,,,
0.148041,,,
0.356264,,,
0.816391,,,
0.739304,,,
0.948665,,,
0.676862,,,
0.0407178,,,
0.119577,,,
0.834205,,,
0.973215,,,
0.149001,,,
0.237599,,,
0.88852,,,
0.414174,,,
0.580691,,,
0.565851,,,
0.543168,,,
0.578159,,,
0.983609,,,
0.306255,,,
0.342312,,,
0.167963,,,
0.0797498,,,
0.917145,,,
0.542951,,,
0.0854334,,,
0.241966,,,
0.133951,,,
0.472444,,,
0.824493,,,
0.880885,,,
0.995236,,,
0.049487,,,
0.623574,,,
0.463091,,,
0.198885,,,
0.0321354,,,
0.939224,,,
0.220023,,,
0.916521,,,
0.773832,,,
0.735421,,,
0.305012,,,
0.582336,,,
0.365802,,,
0.789866,,,
0.96244,,,
0.606026,,,
0.705036,,,
0.150589,,,
0.552967,,,
0.654077,,,
0.0375719,,,
0.309781,,,
0.0187467,,,
0.840982,,,
0.150227,,,
0.743348,,,
0.772301,,,
0.474791,,,
0.55306,,,
0.844784,,,
0.629369,,,
0.364144,,,
0.953127,,,
0.259996,,,
0.569101,,,
0.106734,,,
0.792853,,,
0.330693,,,
0.973754,,,
0.947508,,,
0.408766,,,
0.154041,,,
0.385562,,,
0.142348,,,
0.460779,,,
0.763468,,,
0.276353,,,
0.880567,,,
0.215824,,,
0.783599,,,
0.820268,,,
